URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,8,2,0.59999994,0.04830917851,66.6,38.16425121,41.90570048,66.6,79,334,2.328502415,2,6.869565217
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,8,3,0.4545454132,0.0526315787,32.8,39.71291866,29.00516746,32.8,83,329,2.377990431,2,7.004784689
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,7,1,0.7499999063,0.0396039602,35.55555556,38.11881188,29.46974697,35.55555556,77,321,2.351485149,2,7.074257426
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,14,0,0.9999999286,0.04334365312,33.41176471,33.43653251,26.73931889,33.41176471,108,571,2.247678019,9,6.876160991
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,5,0,0.9999998,0.0200803212,41.3,38.95582329,32.10232932,41.3,97,414,2.325301205,6,6.823293173
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,7,8,-0.06666666222,0.03759398487,38.11111111,36.34085213,29.7807853,38.11111111,145,688,2.313283208,5,6.704260652
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,14,3,0.6470587855,0.06049822043,39.08333333,34.16370107,29.29881376,39.08333333,96,470,2.245551601,3,6.822064057
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,17,2,0.7894736427,0.05337078637,29.90909091,38.48314607,27.35689479,29.90909091,137,659,2.415730337,14,7.196629213
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,13,3,0.6249999609,0.05047318596,33.5,35.01577287,27.40630915,33.5,111,537,2.312302839,9,6.883280757
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,10,0,0.9999999,0.02976190467,34.23529412,33.92857143,27.26554622,34.23529412,114,583,2.211309524,3,6.764880952
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,8,1,0.7777776914,0.02777777769,35.125,32.40740741,27.01296296,35.125,105,563,2.197530864,10,6.790123457
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,7,0,0.9999998571,0.02777777767,36.18181818,35.71428571,28.75844156,36.18181818,90,399,2.281746032,2,6.76984127
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,6,2,0.4999999375,0.03162055323,56.28571429,33.20158103,35.79491813,56.28571429,84,395,2.229249012,2,6.747035573
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,8,0,0.999999875,0.03347280321,37.9,36.82008368,29.88803347,37.9,88,380,2.317991632,2,6.912133891
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,8,0,0.999999875,0.03252032507,42.66666667,36.99186992,31.86341463,42.66666667,91,385,2.31300813,2,6.922764228
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,7,0,0.9999998571,0.02868852447,35.81818182,35.6557377,28.58956781,35.81818182,87,395,2.299180328,2,6.905737705
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,6,0,0.9999998333,0.02666666655,51.57142857,38.66666667,36.0952381,51.57142857,87,362,2.333333333,2,6.906666667
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,8,0,0.999999875,0.03539822993,44.375,37.61061947,32.79424779,44.375,85,356,2.32300885,2,6.907079646
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,8,2,0.59999994,0.03546099278,35.28571429,32.62411348,27.1639311,35.28571429,92,495,2.145390071,4,6.386524823
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,19,10,0.3103448169,0.04067321172,23.78431373,28.05049088,20.73392184,23.78431373,200,1214,2.126227209,8,6.591865358
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,13,7,0.299999985,0.0432900432,31.75,39.39393939,28.45757576,31.75,182,763,2.331168831,7,6.885281385
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,18,9,0.333333321,0.03760445677,31.94594595,31.75487465,25.48032824,31.94594595,228,1186,2.200557103,5,6.530640669
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,26,19,0.1555555521,0.04482071709,25.57352941,31.47410359,22.8190532,25.57352941,316,1741,2.165338645,9,6.465139442
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,12,7,0.2631578809,0.06884057946,36.14285714,31.88405797,27.21076605,36.14285714,88,507,2.206521739,13,6.630434783
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,4,0,0.99999975,0.02352941163,65.75,40,42.3,65.75,68,264,2.429411765,2,7.405882353
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,6,0,0.9999998333,0.02678571417,37,38.39285714,30.15714286,37,86,371,2.325892857,3,6.888392857
